	sample	Lane	name
4	53A	1	53_A
5	53B	1	53_B
6	54A	1	54_A
7	54B	1	54_B
8	55A	1	55_A
9	55B	1	55_B
10	56A	1	56_A
11	56B	1	56_B
12	57A	1	57_A
13	57B	1	57_B
14	58A	1	58_A
15	58B	1	58_B
16	59A	1	59_A
17	59B	2	59_B
18	60A	2	60_A
19	60B	2	60_B
20	62A	2	62_A
21	62B	2	62_B
22	63A	2	63_A
23	63B	2	63_B
24	64A	2	64_A
25	64B	2	64_B
